address,category,date,dayofweek,descript,incidntnum,location,pddistrict,pdid,resolution,time,x,y
5400 Block of CALIFORNIA ST,VEHICLE THEFT,2015-08-29T00:00:00.000,Saturday,ATTEMPTED STOLEN VEHICLE,150757654,"{u'type': u'Point', u'coordinates': [-122.47591794, 37.7843496645]}",RICHMOND,15075765407051,NONE,13:51,-122.475917940378,37.7843496645156
1000 Block of POINTLOBOS AV,SUSPICIOUS OCC,2018-03-28T00:00:00.000,Wednesday,SUSPICIOUS OCCURRENCE,180233204,"{u'type': u'Point', u'coordinates': [-122.513642064, 37.7784692199]}",RICHMOND,18023320464070,NONE,17:46,-122.51364206426544,37.778469219946714
3700 Block of GEARY BL,NON-CRIMINAL,2016-02-26T00:00:00.000,Friday,COURTESY REPORT,160291567,"{u'type': u'Point', u'coordinates': [-122.459451691, 37.7813626133]}",RICHMOND,16029156768030,UNFOUNDED,15:00,-122.45945169075038,37.78136261325522
400 Block of 17TH AV,MISSING PERSON,2012-08-09T00:00:00.000,Thursday,FOUND PERSON,120629425,"{u'type': u'Point', u'coordinates': [-122.476164933, 37.7794931498]}",RICHMOND,12062942575000,LOCATED,01:30,-122.476164932773,37.779493149815
500 Block of 19TH AV,DRUG/NARCOTIC,2015-06-24T00:00:00.000,Wednesday,POSSESSION OF MARIJUANA FOR SALES,150550254,"{u'type': u'Point', u'coordinates': [-122.478167535, 37.7775051429]}",RICHMOND,15055025416030,"ARREST, BOOKED",14:00,-122.47816753469,37.777505142892
3000 Block of CALIFORNIA ST,VANDALISM,2015-08-22T00:00:00.000,Saturday,"MALICIOUS MISCHIEF, VANDALISM",150734276,"{u'type': u'Point', u'coordinates': [-122.444604466, 37.7875949239]}",RICHMOND,15073427628150,"ARREST, BOOKED",05:26,-122.44460446581,37.7875949238669
2900 Block of LAKE ST,OTHER OFFENSES,2015-06-05T00:00:00.000,Friday,FALSE PERSONATION,150641825,"{u'type': u'Point', u'coordinates': [-122.491873163, 37.7853392801]}",RICHMOND,15064182509027,UNFOUNDED,12:00,-122.491873163199,37.7853392800563
400 Block of EUCLID AV,NON-CRIMINAL,2013-05-03T00:00:00.000,Friday,FOUND PROPERTY,130361366,"{u'type': u'Point', u'coordinates': [-122.453201555, 37.7840050502]}",RICHMOND,13036136672000,NONE,07:45,-122.453201554574,37.7840050502083
GEARY BL / 10TH AV,SUSPICIOUS OCC,2013-06-23T00:00:00.000,Sunday,SUSPICIOUS OCCURRENCE,130515024,"{u'type': u'Point', u'coordinates': [-122.468564162, 37.7808215195]}",RICHMOND,13051502464070,NONE,07:45,-122.46856416247,37.780821519541
800 Block of 48TH AV,LARCENY/THEFT,2013-05-08T00:00:00.000,Wednesday,GRAND THEFT FROM A BUILDING,130381938,"{u'type': u'Point', u'coordinates': [-122.508820145, 37.7723625255]}",RICHMOND,13038193806304,NONE,18:00,-122.508820145171,37.772362525475
2300 Block of LAKE ST,LARCENY/THEFT,2013-05-01T00:00:00.000,Wednesday,GRAND THEFT FROM A BUILDING,130359565,"{u'type': u'Point', u'coordinates': [-122.484628071, 37.7858246424]}",RICHMOND,13035956506304,NONE,07:30,-122.484628070779,37.7858246424077
POST ST / BRODERICK ST,VANDALISM,2013-06-14T00:00:00.000,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",130492159,"{u'type': u'Point', u'coordinates': [-122.4413498, 37.7841048734]}",RICHMOND,13049215928160,NONE,22:00,-122.44134980013,37.7841048734205
0 Block of CORNWALL ST,NON-CRIMINAL,2013-09-20T00:00:00.000,Friday,FOUND PROPERTY,130791785,"{u'type': u'Point', u'coordinates': [-122.459705683, 37.7850874105]}",RICHMOND,13079178572000,NONE,19:00,-122.459705682543,37.7850874105266
7000 Block of CALIFORNIA ST,LARCENY/THEFT,2015-07-01T00:00:00.000,Wednesday,PETTY THEFT OF PROPERTY,150573080,"{u'type': u'Point', u'coordinates': [-122.493005812, 37.7834653138]}",RICHMOND,15057308006371,NONE,13:00,-122.493005811614,37.7834653137601
1000 Block of CLEMENT ST,LARCENY/THEFT,2015-07-20T00:00:00.000,Monday,GRAND THEFT FROM LOCKED AUTO,150632357,"{u'type': u'Point', u'coordinates': [-122.470322319, 37.7827315133]}",RICHMOND,15063235706244,NONE,20:00,-122.470322318777,37.7827315132733
1800 Block of CLEMENT ST,LARCENY/THEFT,2015-06-16T00:00:00.000,Tuesday,GRAND THEFT FROM A BUILDING,150535983,"{u'type': u'Point', u'coordinates': [-122.478985986, 37.7822292745]}",RICHMOND,15053598306304,NONE,14:45,-122.478985986075,37.7822292745003
PARKPRESIDIO BL / CROSSOVER DR,OTHER OFFENSES,2015-06-16T00:00:00.000,Tuesday,PROBATION VIOLATION,150524544,"{u'type': u'Point', u'coordinates': [-122.479502312, 37.7712657692]}",RICHMOND,15052454426170,"ARREST, BOOKED",00:50,-122.479502311724,37.771265769233
200 Block of 22ND AV,OTHER OFFENSES,2013-07-10T00:00:00.000,Wednesday,FALSE PERSONATION,130572795,"{u'type': u'Point', u'coordinates': [-122.481793371, 37.7830733544]}",RICHMOND,13057279509027,NONE,09:30,-122.481793370838,37.7830733544214
700 Block of 33RD AV,MISSING PERSON,2015-07-11T00:00:00.000,Saturday,MISSING JUVENILE,150604152,"{u'type': u'Point', u'coordinates': [-122.492903088, 37.7749629648]}",RICHMOND,15060415274010,CLEARED-CONTACT JUVENILE FOR MORE INFO,14:05,-122.492903087989,37.7749629647565
GEARY BL / 11TH AV,OTHER OFFENSES,2013-03-17T00:00:00.000,Sunday,TRAFFIC VIOLATION ARREST,130220875,"{u'type': u'Point', u'coordinates': [-122.469628728, 37.7807680287]}",RICHMOND,13022087565010,"ARREST, BOOKED",00:45,-122.469628728266,37.7807680286658
500 Block of JOHNFKENNEDY DR,LARCENY/THEFT,2013-04-24T00:00:00.000,Wednesday,PETTY THEFT FROM LOCKED AUTO,130335725,"{u'type': u'Point', u'coordinates': [-122.466204668, 37.7725405392]}",RICHMOND,13033572506243,NONE,14:00,-122.466204667893,37.7725405391593
GEARY BL / PARKER AV,OTHER OFFENSES,2013-07-09T00:00:00.000,Tuesday,TRAFFIC VIOLATION ARREST,130562586,"{u'type': u'Point', u'coordinates': [-122.454176558, 37.7815992799]}",RICHMOND,13056258665010,"ARREST, BOOKED",04:20,-122.45417655784,37.7815992798838
0 Block of MASONIC AV,LARCENY/THEFT,2015-09-01T00:00:00.000,Tuesday,PETTY THEFT SHOPLIFTING,150768372,"{u'type': u'Point', u'coordinates': [-122.44733504, 37.782486963]}",RICHMOND,15076837206361,"ARREST, BOOKED",20:55,-122.447335040314,37.7824869629764
8TH AV / FULTON ST,NON-CRIMINAL,2017-03-13T00:00:00.000,Monday,FOUND PROPERTY,170205718,"{u'type': u'Point', u'coordinates': [-122.46588265, 37.7733973258]}",RICHMOND,17020571872000,NONE,05:20,-122.46588265028946,37.773397325817434
1700 Block of DIVISADERO ST,VANDALISM,2015-07-22T00:00:00.000,Wednesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",150636268,"{u'type': u'Point', u'coordinates': [-122.439852291, 37.7857393891]}",RICHMOND,15063626828160,NONE,07:20,-122.439852291448,37.7857393890855
CLEMENT ST / 9TH AV,NON-CRIMINAL,2015-09-09T00:00:00.000,Wednesday,LOST PROPERTY,150792199,"{u'type': u'Point', u'coordinates': [-122.46763023, 37.7828011738]}",RICHMOND,15079219971000,NONE,11:30,-122.467630230392,37.7828011737968
600 Block of 41ST AV,FRAUD,2015-05-29T00:00:00.000,Friday,"TRICK AND DEVICE, ATTEMPTED",150477197,"{u'type': u'Point', u'coordinates': [-122.501595008, 37.776437723]}",RICHMOND,15047719710117,NONE,12:00,-122.501595008272,37.7764377230439
800 Block of LA PLAYA ST,WARRANTS,2015-08-23T00:00:00.000,Sunday,WARRANT ARREST,150738256,"{u'type': u'Point', u'coordinates': [-122.509895418, 37.7723131977]}",RICHMOND,15073825663010,"ARREST, BOOKED",17:50,-122.509895418239,37.7723131976814
0 Block of 27TH AV,NON-CRIMINAL,2006-06-23T00:00:00.000,Friday,LOST PROPERTY,060676704,"{u'type': u'Point', u'coordinates': [-122.487520296, 37.7879012073]}",RICHMOND,6067670471000,NONE,20:45,-122.487520295621,37.7879012072558
3100 Block of CLEMENT ST,OTHER OFFENSES,2015-06-04T00:00:00.000,Thursday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",150487083,"{u'type': u'Point', u'coordinates': [-122.492925041, 37.7817063076]}",RICHMOND,15048708365016,"ARREST, CITED",04:40,-122.492925040569,37.7817063075528
CLEMENT ST / 7TH AV,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"LICENSE PLATE, RECOVERED",180267344,"{u'type': u'Point', u'coordinates': [-122.465493608, 37.7828890051]}",RICHMOND,18026734471012,NONE,11:20,-122.46549360831203,37.782889005058735
600 Block of ARGUELLO BL,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,LOST PROPERTY,180270842,"{u'type': u'Point', u'coordinates': [-122.458615665, 37.7786738327]}",RICHMOND,18027084271000,NONE,16:30,-122.45861566484878,37.77867383266712
700 Block of FUNSTON AV,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,FOUND PROPERTY,180267667,"{u'type': u'Point', u'coordinates': [-122.471236194, 37.77407999]}",RICHMOND,18026766772000,NONE,13:00,-122.47123619364676,37.77407998999699
0 Block of PARKER AV,BURGLARY,2018-04-11T00:00:00.000,Wednesday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",180280095,"{u'type': u'Point', u'coordinates': [-122.454627028, 37.7851399842]}",RICHMOND,18028009505011,NONE,08:00,-122.45462702792086,37.78513998422282
0 Block of WILLARDNORTH ST,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,TAMPERING WITH A VEHICLE,180268665,"{u'type': u'Point', u'coordinates': [-122.456874229, 37.7778002855]}",RICHMOND,18026866507100,NONE,17:46,-122.45687422947157,37.77780028547378
ROSELYN TR / TURK ST,ASSAULT,2018-04-11T00:00:00.000,Wednesday,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",180267918,"{u'type': u'Point', u'coordinates': [-122.449766534, 37.7782770878]}",RICHMOND,18026791804138,"ARREST, BOOKED",14:15,-122.44976653385743,37.778277087833835
2700 Block of ANZA ST,BURGLARY,2018-04-11T00:00:00.000,Wednesday,"BURGLARY, FORCIBLE ENTRY",180269607,"{u'type': u'Point', u'coordinates': [-122.477647185, 37.7785354724]}",RICHMOND,18026960705071,NONE,09:00,-122.47764718543017,37.77853547244554
700 Block of 33RD AV,MISSING PERSON,2018-04-11T00:00:00.000,Wednesday,MISSING JUVENILE,180268239,"{u'type': u'Point', u'coordinates': [-122.492903088, 37.7749629648]}",RICHMOND,18026823974010,NONE,14:30,-122.49290308798948,37.774962964756526
5000 Block of GEARY BL,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,SEARCH WARRANT SERVICE,180268778,"{u'type': u'Point', u'coordinates': [-122.473430748, 37.7807259518]}",RICHMOND,18026877875025,"ARREST, BOOKED",19:01,-122.47343074772819,37.78072595180564
1900 Block of DIVISADERO ST,BURGLARY,2018-04-11T00:00:00.000,Wednesday,"BURGLARY, FORCIBLE ENTRY",180266465,"{u'type': u'Point', u'coordinates': [-122.440461678, 37.7875852095]}",RICHMOND,18026646505071,NONE,00:33,-122.44046167821693,37.78758520945148
ROSELYN TR / TURK ST,ASSAULT,2018-04-11T00:00:00.000,Wednesday,BATTERY,180267918,"{u'type': u'Point', u'coordinates': [-122.449766534, 37.7782770878]}",RICHMOND,18026791804134,"ARREST, BOOKED",14:15,-122.44976653385743,37.778277087833835
CABRILLO ST / 46TH AV,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,PETTY THEFT FROM LOCKED AUTO,180266631,"{u'type': u'Point', u'coordinates': [-122.506818965, 37.7734052631]}",RICHMOND,18026663106243,NONE,04:07,-122.50681896500255,37.773405263142436
CLEMENT ST / 7TH AV,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,LOST/STOLEN LICENSE PLATE,180267344,"{u'type': u'Point', u'coordinates': [-122.465493608, 37.7828890051]}",RICHMOND,18026734471010,NONE,11:20,-122.46549360831203,37.782889005058735
5000 Block of GEARY BL,WARRANTS,2018-04-11T00:00:00.000,Wednesday,ENROUTE TO OUTSIDE JURISDICTION,180268778,"{u'type': u'Point', u'coordinates': [-122.473430748, 37.7807259518]}",RICHMOND,18026877862050,"ARREST, BOOKED",19:01,-122.47343074772819,37.78072595180564
BUSH ST / DIVISADERO ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,180272519,"{u'type': u'Point', u'coordinates': [-122.440064505, 37.7861779819]}",RICHMOND,18027251906244,NONE,22:00,-122.44006450504597,37.78617798188193
700 Block of FUNSTON AV,SUSPICIOUS OCC,2018-04-11T00:00:00.000,Wednesday,SUSPICIOUS OCCURRENCE,180267667,"{u'type': u'Point', u'coordinates': [-122.471236194, 37.77407999]}",RICHMOND,18026766764070,NONE,13:00,-122.47123619364676,37.77407998999699
0 Block of 6TH AV,BURGLARY,2018-04-06T00:00:00.000,Friday,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",180254608,"{u'type': u'Point', u'coordinates': [-122.464823134, 37.7875044749]}",RICHMOND,18025460805082,"ARREST, BOOKED",11:05,-122.46482313369164,37.78750447488501
800 Block of POINTLOBOS AV,VANDALISM,2018-04-12T00:00:00.000,Thursday,"MALICIOUS MISCHIEF, VANDALISM",186083982,"{u'type': u'Point', u'coordinates': [-122.513642064, 37.7784692199]}",RICHMOND,18608398228150,NONE,19:00,-122.51364206426544,37.778469219946714
600 Block of 32ND AV,SUSPICIOUS OCC,2018-03-14T00:00:00.000,Wednesday,SUSPICIOUS ACT TOWARDS FEMALE,180287079,"{u'type': u'Point', u'coordinates': [-122.491956779, 37.7768766735]}",RICHMOND,18028707964060,NONE,13:30,-122.49195677920619,37.77687667352179
400 Block of 30TH AV,OTHER OFFENSES,2018-04-12T00:00:00.000,Thursday,INCIDENT ON SCHOOL GROUNDS,180281253,"{u'type': u'Point', u'coordinates': [-122.490093437, 37.780792084]}",RICHMOND,18028125319089,NONE,15:15,-122.49009343735939,37.780792084019374
300 Block of 9TH AV,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT BICYCLE,180271141,"{u'type': u'Point', u'coordinates': [-122.467626106, 37.7818193393]}",RICHMOND,18027114106314,NONE,13:00,-122.46762610569566,37.781819339313984
4TH AV / CLEMENT ST,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT FROM UNLOCKED AUTO,186085217,"{u'type': u'Point', u'coordinates': [-122.462278686, 37.7830359536]}",RICHMOND,18608521706224,NONE,22:20,-122.46227868605372,37.783035953616604
3700 Block of CALIFORNIA ST,NON-CRIMINAL,2018-04-12T00:00:00.000,Thursday,CASE CLOSURE,180269544,"{u'type': u'Point', u'coordinates': [-122.455468425, 37.7862109737]}",RICHMOND,18026954475030,NONE,04:16,-122.45546842515712,37.786210973674955
0 Block of CABRILLO ST,VEHICLE THEFT,2018-04-12T00:00:00.000,Thursday,STOLEN MOTORCYCLE,180273078,"{u'type': u'Point', u'coordinates': [-122.459032479, 37.7755371117]}",RICHMOND,18027307807023,NONE,19:00,-122.45903247899062,37.775537111714996
0 Block of 6TH AV,WARRANTS,2018-04-06T00:00:00.000,Friday,ENROUTE TO OUTSIDE JURISDICTION,180254608,"{u'type': u'Point', u'coordinates': [-122.464823134, 37.7875044749]}",RICHMOND,18025460862050,"ARREST, BOOKED",11:05,-122.46482313369164,37.78750447488501
2700 Block of SACRAMENTO ST,OTHER OFFENSES,2018-02-22T00:00:00.000,Thursday,LOST/STOLEN LICENSE PLATE,180293060,"{u'type': u'Point', u'coordinates': [-122.438166405, 37.7893671792]}",RICHMOND,18029306071010,NONE,12:00,-122.43816640511048,37.78936717924273
700 Block of 31ST AV,ASSAULT,2018-04-12T00:00:00.000,Thursday,CHILD ABUSE (PHYSICAL),180271862,"{u'type': u'Point', u'coordinates': [-122.490886877, 37.7750548557]}",RICHMOND,18027186215015,NONE,18:30,-122.49088687698155,37.77505485569774
300 Block of 21ST AV,SUSPICIOUS OCC,2018-04-12T00:00:00.000,Thursday,SUSPICIOUS OCCURRENCE,180288992,"{u'type': u'Point', u'coordinates': [-122.480449892, 37.7812308828]}",RICHMOND,18028899264070,NONE,23:00,-122.48044989208442,37.78123088276487
700 Block of 17TH AV,MISSING PERSON,2018-04-12T00:00:00.000,Thursday,MISSING ADULT,180271890,"{u'type': u'Point', u'coordinates': [-122.475750059, 37.7738741144]}",RICHMOND,18027189074000,NONE,08:00,-122.47575005916705,37.77387411440687
400 Block of 30TH AV,SECONDARY CODES,2018-04-12T00:00:00.000,Thursday,JUVENILE INVOLVED,180281253,"{u'type': u'Point', u'coordinates': [-122.490093437, 37.780792084]}",RICHMOND,18028125315500,NONE,15:15,-122.49009343735939,37.780792084019374
3700 Block of CALIFORNIA ST,TRESPASS,2018-04-12T00:00:00.000,Thursday,TRESPASSING,180269544,"{u'type': u'Point', u'coordinates': [-122.455468425, 37.7862109737]}",RICHMOND,18026954427195,NONE,04:16,-122.45546842515712,37.786210973674955
300 Block of 11TH AV,OTHER OFFENSES,2018-04-12T00:00:00.000,Thursday,HARASSING PHONE CALLS,180269516,"{u'type': u'Point', u'coordinates': [-122.469766224, 37.7817135599]}",RICHMOND,18026951628135,NONE,01:00,-122.46976622352598,37.78171355994765
CALIFORNIA ST / SCOTT ST,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT FROM LOCKED AUTO,186084219,"{u'type': u'Point', u'coordinates': [-122.438776395, 37.7882785899]}",RICHMOND,18608421906244,NONE,17:00,-122.4387763952482,37.788278589869584
300 Block of ANZA ST,OTHER OFFENSES,2018-04-08T00:00:00.000,Sunday,"PHONE CALLS, OBSCENE",180289213,"{u'type': u'Point', u'coordinates': [-122.450329612, 37.7806316737]}",RICHMOND,18028921314043,NONE,00:18,-122.4503296121114,37.78063167372528
0 Block of 14TH AV,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,PETTY THEFT OF PROPERTY,186084742,"{u'type': u'Point', u'coordinates': [-122.473356342, 37.7867287452]}",RICHMOND,18608474206372,NONE,17:00,-122.47335634198757,37.78672874523017
8TH AV / CLEMENT ST,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT FROM LOCKED AUTO,186085198,"{u'type': u'Point', u'coordinates': [-122.466565489, 37.7828491552]}",RICHMOND,18608519806244,NONE,20:00,-122.46656548859937,37.782849155153016
700 Block of 17TH AV,MISSING PERSON,2018-04-12T00:00:00.000,Thursday,FOUND PERSON,180271890,"{u'type': u'Point', u'coordinates': [-122.475750059, 37.7738741144]}",RICHMOND,18027189075000,NONE,08:00,-122.47575005916705,37.77387411440687
3300 Block of CABRILLO ST,SUSPICIOUS OCC,2017-11-21T00:00:00.000,Tuesday,SUSPICIOUS OCCURRENCE,180273943,"{u'type': u'Point', u'coordinates': [-122.494509927, 37.7739160393]}",RICHMOND,18027394364070,NONE,11:30,-122.49450992690836,37.77391603928919
500 Block of 40TH AV,OTHER OFFENSES,2018-04-12T00:00:00.000,Thursday,VIOLATION OF STAY AWAY ORDER,180270030,"{u'type': u'Point', u'coordinates': [-122.500660773, 37.7783776283]}",RICHMOND,18027003015162,NONE,10:28,-122.50066077346625,37.77837762826657
3700 Block of CALIFORNIA ST,ASSAULT,2018-04-12T00:00:00.000,Thursday,ATTEMPTED SIMPLE ASSAULT,180269544,"{u'type': u'Point', u'coordinates': [-122.455468425, 37.7862109737]}",RICHMOND,18026954404114,NONE,04:16,-122.45546842515712,37.786210973674955
400 Block of 30TH AV,DRUG/NARCOTIC,2018-04-12T00:00:00.000,Thursday,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,180281253,"{u'type': u'Point', u'coordinates': [-122.490093437, 37.780792084]}",RICHMOND,18028125316662,NONE,15:15,-122.49009343735939,37.780792084019374
300 Block of 8TH AV,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT FROM UNLOCKED AUTO,186085201,"{u'type': u'Point', u'coordinates': [-122.466424378, 37.7818716047]}",RICHMOND,18608520106224,NONE,20:25,-122.4664243775494,37.78187160465081
800 Block of LA PLAYA ST,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,PETTY THEFT FROM A BUILDING,180275137,"{u'type': u'Point', u'coordinates': [-122.509895418, 37.7723131977]}",RICHMOND,18027513706301,NONE,21:11,-122.50989541823887,37.772313197681385
5400 Block of GEARY BL,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,PETTY THEFT FROM LOCKED AUTO,180276373,"{u'type': u'Point', u'coordinates': [-122.47777209, 37.7802849098]}",RICHMOND,18027637306242,NONE,20:00,-122.47777209016968,37.780284909752694
5500 Block of GEARY BL,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,GRAND THEFT FROM LOCKED AUTO,180275171,"{u'type': u'Point', u'coordinates': [-122.47886104, 37.7804830224]}",RICHMOND,18027517106244,NONE,20:30,-122.47886104004948,37.78048302238495
400 Block of 30TH AV,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,INCIDENT ON SCHOOL GROUNDS,180274521,"{u'type': u'Point', u'coordinates': [-122.490093437, 37.780792084]}",RICHMOND,18027452119089,NONE,10:35,-122.49009343735939,37.780792084019374
200 Block of 12TH AV,ASSAULT,2018-04-13T00:00:00.000,Friday,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),180275121,"{u'type': u'Point', u'coordinates': [-122.470981533, 37.7835673327]}",RICHMOND,18027512115041,NONE,22:30,-122.4709815328494,37.78356733273036
4700 Block of GEARY BL,NON-CRIMINAL,2018-04-13T00:00:00.000,Friday,AIDED CASE,180272133,"{u'type': u'Point', u'coordinates': [-122.470190416, 37.7808757917]}",RICHMOND,18027213351040,NONE,00:44,-122.47019041590102,37.780875791660186
400 Block of 30TH AV,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,VIOLATION OF RESTRAINING ORDER,180274521,"{u'type': u'Point', u'coordinates': [-122.490093437, 37.780792084]}",RICHMOND,18027452115161,NONE,10:35,-122.49009343735939,37.780792084019374
3900 Block of GEARY BL,DRUG/NARCOTIC,2018-04-13T00:00:00.000,Friday,POSSESSION OF COCAINE,180272161,"{u'type': u'Point', u'coordinates': [-122.461620169, 37.7812597611]}",RICHMOND,18027216116620,NONE,00:54,-122.46162016910051,37.78125976105973
400 Block of 16TH AV,NON-CRIMINAL,2018-04-13T00:00:00.000,Friday,"AIDED CASE, MENTAL DISTURBED",180274123,"{u'type': u'Point', u'coordinates': [-122.474949539, 37.7795497703]}",RICHMOND,18027412364020,NONE,16:44,-122.47494953850394,37.77954977026864
500 Block of 40TH AV,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,VIOLATION OF RESTRAINING ORDER,180273868,"{u'type': u'Point', u'coordinates': [-122.500660773, 37.7783776283]}",RICHMOND,18027386815161,NONE,14:00,-122.50066077346625,37.77837762826657
200 Block of 12TH AV,ROBBERY,2018-04-13T00:00:00.000,Friday,"ROBBERY, BODILY FORCE",180275121,"{u'type': u'Point', u'coordinates': [-122.470981533, 37.7835673327]}",RICHMOND,18027512103074,NONE,22:30,-122.4709815328494,37.78356733273036
37TH AV / FULTON ST,VEHICLE THEFT,2018-04-13T00:00:00.000,Friday,STOLEN TRUCK,180282035,"{u'type': u'Point', u'coordinates': [-122.497045802, 37.7719807435]}",RICHMOND,18028203507025,NONE,12:00,-122.49704580193158,37.771980743525326
2700 Block of BUSH ST,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,180291901,"{u'type': u'Point', u'coordinates': [-122.442553114, 37.7858069234]}",RICHMOND,18029190109029,NONE,22:00,-122.44255311441879,37.78580692336961
600 Block of 45TH AV,NON-CRIMINAL,2018-04-13T00:00:00.000,Friday,FOUND PROPERTY,180275052,"{u'type': u'Point', u'coordinates': [-122.505882721, 37.7762420671]}",RICHMOND,18027505272000,NONE,16:15,-122.50588272137284,37.77624206706491
200 Block of 12TH AV,BURGLARY,2018-04-13T00:00:00.000,Friday,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",180286667,"{u'type': u'Point', u'coordinates': [-122.470843346, 37.7835736325]}",RICHMOND,18028666705151,NONE,12:00,-122.47084334644448,37.78357363252033
2700 Block of BUSH ST,SUSPICIOUS OCC,2018-04-11T00:00:00.000,Wednesday,SUSPICIOUS OCCURRENCE,180291901,"{u'type': u'Point', u'coordinates': [-122.442553114, 37.7858069234]}",RICHMOND,18029190164070,NONE,22:00,-122.44255311441879,37.78580692336961
400 Block of 31ST AV,NON-CRIMINAL,2018-04-13T00:00:00.000,Friday,"DEATH REPORT, CAUSE UNKNOWN",180277440,"{u'type': u'Point', u'coordinates': [-122.491300789, 37.7807392349]}",RICHMOND,18027744061030,NONE,08:00,-122.49130078942724,37.78073923494256
300 Block of 8TH AV,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,GRAND THEFT FROM LOCKED AUTO,180275068,"{u'type': u'Point', u'coordinates': [-122.466562572, 37.7818654649]}",RICHMOND,18027506806244,NONE,18:15,-122.46656257207533,37.78186546486629
500 Block of 47TH AV,BURGLARY,2018-04-13T00:00:00.000,Friday,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",180276436,"{u'type': u'Point', u'coordinates': [-122.508160181, 37.7780379262]}",RICHMOND,18027643605083,NONE,21:45,-122.50816018122484,37.77803792622377
4400 Block of ANZA ST,FRAUD,2018-04-08T00:00:00.000,Sunday,"ACCESS CARD INFORMATION, THEFT OF",180290163,"{u'type': u'Point', u'coordinates': [-122.49585913, 37.777706865]}",RICHMOND,18029016309164,NONE,00:01,-122.49585913047495,37.77770686496648
2200 Block of SUTTER ST,NON-CRIMINAL,2018-04-14T00:00:00.000,Saturday,FOUND PROPERTY,180276828,"{u'type': u'Point', u'coordinates': [-122.437386772, 37.7855073232]}",RICHMOND,18027682872000,NONE,16:44,-122.43738677186471,37.785507323169455
3500 Block of CALIFORNIA ST,FRAUD,2018-04-14T00:00:00.000,Saturday,"CREDIT CARD, THEFT BY USE OF",180276527,"{u'type': u'Point', u'coordinates': [-122.452586939, 37.7864601413]}",RICHMOND,18027652709320,NONE,03:00,-122.4525869386557,37.78646014126455
900 Block of GREAT HY,BURGLARY,2018-04-14T00:00:00.000,Saturday,"BURGLARY, VEHICLE (ARREST MADE)",180277064,"{u'type': u'Point', u'coordinates': [-122.510497361, 37.7672239448]}",RICHMOND,18027706405014,"ARREST, BOOKED",18:03,-122.51049736128849,37.767223944808876
800 Block of ELCAMINODELMAR ST,LARCENY/THEFT,2018-03-07T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,180177141,"{u'type': u'Point', u'coordinates': [-122.496761041, 37.7859619989]}",RICHMOND,18017714106244,NONE,16:20,-122.49676104137075,37.78596199890641
4000 Block of GEARY BL,FRAUD,2018-04-14T00:00:00.000,Saturday,DEFRAUDING AN INNKEEPER,180277581,"{u'type': u'Point', u'coordinates': [-122.462692656, 37.7812170727]}",RICHMOND,18027758127010,"ARREST, BOOKED",21:30,-122.46269265614397,37.78121707274743
ARGUELLO BL / FULTON ST,LARCENY/THEFT,2018-04-14T00:00:00.000,Saturday,GRAND THEFT FROM LOCKED AUTO,186084996,"{u'type': u'Point', u'coordinates': [-122.458372854, 37.7743079494]}",RICHMOND,18608499606244,NONE,09:30,-122.45837285360855,37.774307949423
